data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\OMV Oil Exploration\OMV Oil Exploration\G_A Libya OILEX,G_A Libya OILEX,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\OMV Oil Production\NC115\G_A Libya OILP,G_A Libya OILP,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\OMV of Libya\NC102\NC102\Nafoora NNU Integration,Nafoora NNU Integration,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\OMV of Libya\NC102\NC102\RD Nafoora Augila Phase 2,RD Nafoora Augila Phase 2,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\OMV of Libya\NC103\NC103\C103A EOR development,C103A EOR development,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\OMV Oil Exploration\OMV Oil Exploration\A-Factor Reversion,A-Factor Reversion,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\OMV Oil Exploration\OMV Oil Exploration\A-Factor Reversion\A-Factor Reversion,A-Factor Reversion,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A,E&A,Contract Area,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A,E&A,Asset,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\E&A,E&A,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\E&A\GGA for E and A,GGA for E and A,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\C103 - Alhilal,C103 - Alhilal,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\C103 - Alhilal\C103 - Alhilal,C103 - Alhilal,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\C103 Essar,C103 Essar,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\C103 Essar\LY C103 Hurricane Essar,LY C103 Hurricane Essar,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\LY NC2974,LY NC2974,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\LY NC2974\LY NC29_74F Prospect Bayada,LY NC29_74F Prospect Bayada,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\LY NC2974\South Sabah,South Sabah,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC 115 Waha,NC 115 Waha,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC 115 Waha\LY NC115 Waha,LY NC115 Waha,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC 115 Wedge,NC 115 Wedge,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC 115 Wedge\LY NC115 Wedge,LY NC115 Wedge,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC 186 Wedan,NC 186 Wedan,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC 186 Wedan\LY NC186 Wedan,LY NC186 Wedan,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC 186 Wedge,NC 186 Wedge,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC 186 Wedge\LY NC186 Wedge,LY NC186 Wedge,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC 102,NC 102,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC 102\LY C102 Prospect E,LY C102 Prospect E,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC2974 Marwa,NC2974 Marwa,Reservoir Group,Allow,Allow,Allow,NULL
data.Libya.key,Data access to country Libya (full access),MTP2020,Organization\Libya\Libya\E&A\E&A\NC2974 Marwa\NC74B-Marwa,NC74B-Marwa,Project LBY (PRMS),Allow,Allow,Allow,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand,New Zealand,Country,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand,OMV New Zealand,Legal Entity,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\EPJV,EPJV,Contract Area,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\EPJV\EPJV,EPJV,Asset,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\EPJV\EPJV\EPJV,EPJV,Reservoir Group,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\EPJV\EPJV\EPJV\EPJV,EPJV,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\G&A_NZL,G&A_NZL,Contract Area,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\G&A_NZL\G&A_NZL,G&A_NZL,Asset,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\G&A_NZL\G&A_NZL\G&A_NZL,G&A_NZL,Reservoir Group,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\G&A_NZL\G&A_NZL\G&A_NZL\G&A New Zealand,G&A New Zealand,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maari,Maari,Contract Area,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maari\Maari,Maari,Asset,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maari\Maari\Maari,Maari,Reservoir Group,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maari\Maari\Maari\Maari Asset Base,Maari Asset Base,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maui,Maui,Contract Area,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maui\Maui,Maui,Asset,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maui\Maui\Maui,Maui,Reservoir Group,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maui\Maui\Maui\Maui A Infill Drilling - 4L.2,Maui A Infill Drilling - 4L.2,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maui\Maui\Maui\Maui Asset Base,Maui Asset Base,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maui\Maui\Maui\Maui B IRF Phase III adj,Maui B IRF Phase III adj,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Maui\Maui\Maui\Maui B IRF Phase IV,Maui B IRF Phase IV,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\OTF,OTF,Contract Area,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\OTF\OTF,OTF,Asset,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\OTF\OTF\OTF,OTF,Reservoir Group,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\OTF\OTF\OTF\Omata Tank Farm (incl Loading Arm),Omata Tank Farm (incl Loading Arm),Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Pohokura,Pohokura,Contract Area,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Pohokura\Pohokura,Pohokura,Asset,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Pohokura\Pohokura\Pohokura,Pohokura,Reservoir Group,Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Pohokura\Pohokura\Pohokura\Pohokura Asset Base,Pohokura Asset Base,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Pohokura\Pohokura\Pohokura\Pohokura Depletion Compression,Pohokura Depletion Compression,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Pohokura\Pohokura\Pohokura\Pohokura Infill Well (POB-X) Offshore,Pohokura Infill Well (POB-X) Offshore,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Pohokura\Pohokura\Pohokura\Pohokura Infill Well (POW-I) Onshore,Pohokura Infill Well (POW-I) Onshore,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.NewZealand,Data access to country NewZealand,MTP2020,Organization\New Zealand\OMV New Zealand\Pohokura\Pohokura\Pohokura\Pohokura Pipeline Replacement - Full Rigid Replacement,Pohokura Pipeline Replacement - Full Rigid Replacement,Project NZL (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway,Norway,Country,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS,OMV (NORGE) AS,Legal Entity,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 025\Gudrun\Gudrun\Gudrun Asset Base,Gudrun Asset Base,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 218,PL 218,Contract Area,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 218\Aasta Hansteen,Aasta Hansteen,Asset,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 218\Aasta Hansteen\Aasta Hansteen,Aasta Hansteen,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 218\Aasta Hansteen\Aasta Hansteen\Aasta Hansteen,Aasta Hansteen,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\Norway G&A,Norway G&A,Contract Area,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\Norway G&A\Norway G&A,Norway G&A,Asset,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\Norway G&A\Norway G&A\Norway G&A,Norway G&A,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\Norway G&A\Norway G&A\Norway G&A\Norway G&A,Norway G&A,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 025,PL 025,Contract Area,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 025\Gudrun,Gudrun,Asset,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 025\Gudrun\Gudrun,Gudrun,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 025\Gudrun\Gudrun\Draupne 1,Draupne 1,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 025\Gudrun\Gudrun\Gudrun Phase 2,Gudrun Phase 2,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 025\Gudrun\Gudrun\Gudrun Øst,Gudrun Øst,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 025\Gudrun\Gudrun\Hugin Vest,Hugin Vest,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 050,PL 050,Contract Area,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 050\Gullfaks,Gullfaks,Asset,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 050\Gullfaks\Gullfaks,Gullfaks,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 050\Gullfaks\Gullfaks\Gullfaks Asset Base,Gullfaks Asset Base,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 050\Gullfaks\Gullfaks\Gullfaks Drilling 2020,Gullfaks Drilling 2020,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 050\Gullfaks\Gullfaks\Gullfaks Drilling 2021 onwards,Gullfaks Drilling 2021 onwards,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 050\Gullfaks\Gullfaks\Gullfaks Hywind,Gullfaks Hywind,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 050\Gullfaks\Gullfaks\Gullfaks Sat Gas LPP,Gullfaks Sat Gas LPP,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 050\Gullfaks\Gullfaks\Gullfaks Shetland Lista,Gullfaks Shetland Lista,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 050\Gullfaks\Gullfaks\Gullfaks South Statfjord Gas Blow Down,Gullfaks South Statfjord Gas Blow Down,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 338,PL 338,Contract Area,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 338\Edvard Grieg,Edvard Grieg,Asset,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 338\Edvard Grieg\Edvard Grieg,Edvard Grieg,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 338\Edvard Grieg\Edvard Grieg\Edvard Grieg,Edvard Grieg,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 338\Edvard Grieg\Edvard Grieg\EG Infill drilling program,EG Infill drilling program,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 338\Edvard Grieg\Edvard Grieg\EGOP,EGOP,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 338\Edvard Grieg\Solveig\Solveig,Solveig,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 338\Edvard Grieg\Edvard Grieg\UHGP,UHGP,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 338\Edvard Grieg\Edvard Grieg\UHP,UHP,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,Aucerna Reserves Test,Organization\Norway\OMV (NORGE) AS\PL 338\Edvard Grieg\Solveig,Solveig,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway,Norway,Country,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS,OMV (NORGE) AS,Legal Entity,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL218_AAH_SnefridNorth,PL218_AAH_SnefridNorth,Contract Area,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL218_AAH_SnefridNorth\Aasta Hansteen,Aasta Hansteen,Asset,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL218_AAH_SnefridNorth\Aasta Hansteen\Snefrid North,Snefrid North,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL218_AAH_SnefridNorth\Aasta Hansteen\Snefrid North\20170607_Basecase,20170607_Basecase,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun,PL025 Gudrun,Contract Area,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Hugin Vest,Hugin Vest,Asset,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Hugin Vest\PL025 Gudrun,PL025 Gudrun,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Hugin Vest\PL025 Gudrun\Gudrun Asset Base,Gudrun Asset Base,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Hugin Vest\PL025 Gudrun\Gudrun Phase II,Gudrun Phase II,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Hugin Vest\PL025 Gudrun\Hugin Vest,Hugin Vest,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks,PL050 Gullfaks,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Asset Base,Gullfaks Asset Base,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Hywind,Gullfaks Hywind,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Infill Wells 2019,Gullfaks Infill Wells 2019,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Infill Wells 2020,Gullfaks Infill Wells 2020,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Sat Gas LPP,Gullfaks Sat Gas LPP,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks South Statfjord Gas Blow Down,Gullfaks South Statfjord Gas Blow Down,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Asset Base_2016,Gullfaks Asset Base_2016,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Infill Wells 2019_2016,Gullfaks Infill Wells 2019_2016,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Shetland Lista Phase 2_incl acq cost and pilot,Gullfaks Shetland Lista Phase 2_incl acq cost and pilot,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Shetland Lista Phase 2_incl acq cost,Gullfaks Shetland Lista Phase 2_incl acq cost,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg,PL338 Edvard Grieg,Contract Area,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg,Edvard Grieg,Asset,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Asset,Asset,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Infrastructure,Infrastructure,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Asset\Edvard Grieg - Asset Base,Edvard Grieg - Asset Base,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Infrastructure\EGOP,EGOP,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Infrastructure\UHGP,UHGP,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Infrastructure\UHP_Latest 2018FC,UHP_Latest 2018FC,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL359 Luno,PL359 Luno,Contract Area,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL359 Luno\PL359 Luno,PL359 Luno,Asset,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL359 Luno\PL359 Luno\Luno II TG3,Luno II TG3,Reservoir Group,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL359 Luno\PL359 Luno\Luno II TG3\Luno II TG3 Basecase,Luno II TG3 Basecase,Project NOR (PRMS),Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338C - Rolvsnes,PL338C - Rolvsnes,Contract Area,Allow,Allow,NULL,NULL
data.Norway,Data access to country Norway,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338C - Rolvsnes\Rolvsnes TG3,Rolvsnes TG3,Asset,Allow,Allow,NULL,NULL
