CAT,name,database_id,source_database_id,owner_sid,create_date,compatibility_level,collation_name,user_access,user_access_desc,is_read_only,is_auto_close_on,is_auto_shrink_on,state,state_desc,is_in_standby,is_cleanly_shutdown,is_supplemental_logging_enabled,snapshot_isolation_state,snapshot_isolation_state_desc,is_read_committed_snapshot_on,recovery_model,recovery_model_desc,page_verify_option,page_verify_option_desc,is_auto_create_stats_on,is_auto_create_stats_incremental_on,is_auto_update_stats_on,is_auto_update_stats_async_on,is_ansi_null_default_on,is_ansi_nulls_on,is_ansi_padding_on,is_ansi_warnings_on,is_arithabort_on,is_concat_null_yields_null_on,is_numeric_roundabort_on,is_quoted_identifier_on,is_recursive_triggers_on,is_cursor_close_on_commit_on,is_local_cursor_default,is_fulltext_enabled,is_trustworthy_on,is_db_chaining_on,is_parameterization_forced,is_master_key_encrypted_by_server,is_query_store_on,is_published,is_subscribed,is_merge_published,is_distributor,is_sync_with_backup,service_broker_guid,is_broker_enabled,log_reuse_wait,log_reuse_wait_desc,is_date_correlation_on,is_cdc_enabled,is_encrypted,is_honor_broker_priority_on,replica_id,group_database_id,resource_pool_id,default_language_lcid,default_language_name,default_fulltext_language_lcid,default_fulltext_language_name,is_nested_triggers_on,is_transform_noise_words_on,two_digit_year_cutoff,containment,containment_desc,target_recovery_time_in_seconds,delayed_durability,delayed_durability_desc,is_memory_optimized_elevate_to_snapshot_on,is_federation_member,is_remote_data_archive_enabled,is_mixed_page_allocation_on,is_temporal_history_retention_enabled
PROD,Tosca_analytics,30,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,3/26/2020 10:16,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C217156F-BD4C-416B-9DB3-F065A09F7662,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,ReportServer_ELMP,31,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,4/6/2020 11:52,140,Latin1_General_100_CI_AS_KS_WS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9A5A038D-15BE-4B4C-A4F0-FFF388DD22C7,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,ReportServer_ELMPTempDB,32,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,4/6/2020 11:53,140,Latin1_General_100_CI_AS_KS_WS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,581A1869-7133-4381-A787-187381448F0D,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,test_C,33,NULL,0x010500000000000515000000DBEB0C506C798069828BA62858AA0300,5/7/2020 8:32,130,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54E8F94C-63F6-4791-89A2-115A6AAB1526,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,0
PROD,newclr_SQL2017_PROD,34,NULL,0x010500000000000515000000DBEB0C506C798069828BA628C7A20100,6/15/2020 21:21,140,SQL_AltDiction_CP850_CI_AI,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,645F5477-1C3F-4C65-AB6F-3F5BAE4B9B89,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,0,0
PROD,Tosca_Accelerator_Packs,35,NULL,0x01,12/2/2020 9:18,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3188760A-091C-4559-8AF9-460CBA71B1BA,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,P03_migration,36,NULL,0x010500000000000515000000DBEB0C506C798069828BA628C7A20100,4/6/2021 9:53,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,319CA550-131D-4159-BBF8-4B5CA2FBF215,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,AdfsConfigurationV4,37,NULL,0x010500000000000515000000DBEB0C506C798069828BA62858AA0300,8/31/2021 12:19,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76D7F82A-803A-4B99-A07A-2381C5C2A650,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,AdfsArtifactStore,38,NULL,0x010500000000000515000000DBEB0C506C798069828BA62858AA0300,8/31/2021 12:19,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5BC2CF0F-244E-4B9C-B803-DFAECB2B8B3A,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,EP_PalantirAT_Production_BK,40,NULL,0x010500000000000515000000DBEB0C506C798069828BA628BC780200,3/22/2022 10:08,130,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E52697E4-0464-44A2-80A6-DD9FC88F7685,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,0,0
PROD,EP_PalantirAT_upgrade16_3,41,NULL,0x010500000000000515000000DBEB0C506C798069828BA628BC780200,3/22/2022 11:06,130,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E52697E4-0464-44A2-80A6-DD9FC88F7685,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,0,0
